dataset	direction	selector_bits	feature	negative_fibers	nonnegative_fibers	negative_fiber_selected_feature_mean	nonnegative_fiber_selected_feature_mean	standardized_mean_difference_negative_minus_nonnegative	analysis_role
same-source-publication altered-protocol Q5 codebook	GCfix_to_external_Q5	2	base_freq_C	122	134	0.26161202185795085	0.2562189054726641	0.1668140317923176	post hoc exploratory selected-sequence feature stratification
same-source-publication altered-protocol Q5 codebook	GCfix_to_external_Q5	2	base_freq_G	122	134	0.24301760777169673	0.23714759535655972	0.17910151475106323	post hoc exploratory selected-sequence feature stratification
same-source-publication altered-protocol Q5 codebook	GCfix_to_external_Q5	2	base_freq_T	122	134	0.24233454766242626	0.24170812603647765	0.01978494255426973	post hoc exploratory selected-sequence feature stratification
same-source-publication altered-protocol Q5 codebook	GCfix_to_external_Q5	2	variable_candidate_pairs	122	134	28.491803278688526	27.574626865671643	0.10241438092086669	post hoc exploratory selected-sequence feature stratification
same-source-publication altered-protocol Q5 codebook	GCfix_to_external_Q5	2	variable_weighted_pairs	122	134	124.19672131147541	119.75373134328358	0.10258490394134918	post hoc exploratory selected-sequence feature stratification
same-source-publication altered-protocol Q5 codebook	GCfix_to_external_Q5	2	variable_longest_stem	122	134	6.040983606557377	5.91044776119403	0.13164961260820474	post hoc exploratory selected-sequence feature stratification
same-source-publication altered-protocol Q5 codebook	GCfix_to_external_Q5	2	full_amplicon_candidate_pairs	122	134	113.48360655737704	103.57462686567165	0.7480795188214484	post hoc exploratory selected-sequence feature stratification
same-source-publication altered-protocol Q5 codebook	GCfix_to_external_Q5	2	full_amplicon_weighted_pairs	122	134	680.2704918032787	602.0149253731344	0.9864380006350862	post hoc exploratory selected-sequence feature stratification
same-source-publication altered-protocol Q5 codebook	GCfix_to_external_Q5	2	full_amplicon_longest_stem	122	134	13.811475409836065	13.164179104477611	1.1602820446943647	post hoc exploratory selected-sequence feature stratification
same-source-publication altered-protocol Q5 codebook	GCfix_to_external_Q5	2	left_boundary_vs_left_adapter_max_rc_tract	122	134	3.4508196721311477	3.2686567164179103	0.30854865294986994	post hoc exploratory selected-sequence feature stratification
same-source-publication altered-protocol Q5 codebook	GCfix_to_external_Q5	2	left_boundary_vs_left_adapter_complement_4mers	122	134	0.6065573770491803	0.41044776119402987	0.2490119282731019	post hoc exploratory selected-sequence feature stratification
same-source-publication altered-protocol Q5 codebook	GCfix_to_external_Q5	2	left_boundary_vs_right_adapter_max_rc_tract	122	134	4.0	3.753731343283582	0.3379584228389775	post hoc exploratory selected-sequence feature stratification
same-source-publication altered-protocol Q5 codebook	GCfix_to_external_Q5	2	left_boundary_vs_right_adapter_complement_4mers	122	134	1.4672131147540983	1.0597014925373134	0.3414033843615088	post hoc exploratory selected-sequence feature stratification
same-source-publication altered-protocol Q5 codebook	GCfix_to_external_Q5	2	right_boundary_vs_left_adapter_max_rc_tract	122	134	3.8524590163934427	3.91044776119403	-0.07041354332738793	post hoc exploratory selected-sequence feature stratification
same-source-publication altered-protocol Q5 codebook	GCfix_to_external_Q5	2	right_boundary_vs_left_adapter_complement_4mers	122	134	1.2950819672131149	1.3134328358208955	-0.013458745294757326	post hoc exploratory selected-sequence feature stratification
same-source-publication altered-protocol Q5 codebook	GCfix_to_external_Q5	2	right_boundary_vs_right_adapter_max_rc_tract	122	134	3.8360655737704916	3.7761194029850746	0.07749068860080421	post hoc exploratory selected-sequence feature stratification
same-source-publication altered-protocol Q5 codebook	GCfix_to_external_Q5	2	right_boundary_vs_right_adapter_complement_4mers	122	134	1.1885245901639345	1.0522388059701493	0.11272129178391495	post hoc exploratory selected-sequence feature stratification
same-source-publication altered-protocol Q5 codebook	GCfix_to_external_Q5	4	gc_deviation_from_0p5	34	30	0.02287581699346353	0.02746913580247333	-0.35157910994067143	post hoc exploratory selected-sequence feature stratification
same-source-publication altered-protocol Q5 codebook	GCfix_to_external_Q5	4	max_homopolymer	34	30	3.0	3.0	0.0	post hoc exploratory selected-sequence feature stratification
same-source-publication altered-protocol Q5 codebook	GCfix_to_external_Q5	4	base_freq_A	34	30	0.2581699346406176	0.27129629629643326	-0.4982942896585913	post hoc exploratory selected-sequence feature stratification
same-source-publication altered-protocol Q5 codebook	GCfix_to_external_Q5	4	base_freq_C	34	30	0.269880174292	0.2506172839506667	0.6971397400530571	post hoc exploratory selected-sequence feature stratification
same-source-publication altered-protocol Q5 codebook	GCfix_to_external_Q5	4	base_freq_G	34	30	0.23992374727667645	0.2342592592593	0.20158062474829946	post hoc exploratory selected-sequence feature stratification
same-source-publication altered-protocol Q5 codebook	GCfix_to_external_Q5	4	base_freq_T	34	30	0.23202614379082354	0.24382716049386666	-0.3413062286411508	post hoc exploratory selected-sequence feature stratification
same-source-publication altered-protocol Q5 codebook	GCfix_to_external_Q5	4	variable_candidate_pairs	34	30	30.5	32.46666666666667	-0.21011064383581562	post hoc exploratory selected-sequence feature stratification
same-source-publication altered-protocol Q5 codebook	GCfix_to_external_Q5	4	variable_weighted_pairs	34	30	134.5	144.4	-0.21333955086260853	post hoc exploratory selected-sequence feature stratification
same-source-publication altered-protocol Q5 codebook	GCfix_to_external_Q5	4	variable_longest_stem	34	30	6.323529411764706	6.466666666666667	-0.13384476549578977	post hoc exploratory selected-sequence feature stratification
same-source-publication altered-protocol Q5 codebook	GCfix_to_external_Q5	4	full_amplicon_candidate_pairs	34	30	116.79411764705883	108.73333333333333	0.6108197030526998	post hoc exploratory selected-sequence feature stratification
same-source-publication altered-protocol Q5 codebook	GCfix_to_external_Q5	4	full_amplicon_weighted_pairs	34	30	713.7352941176471	636.3	0.9611980270856527	post hoc exploratory selected-sequence feature stratification
same-source-publication altered-protocol Q5 codebook	GCfix_to_external_Q5	4	full_amplicon_longest_stem	34	30	14.147058823529411	13.333333333333334	1.400473551985964	post hoc exploratory selected-sequence feature stratification
same-source-publication altered-protocol Q5 codebook	GCfix_to_external_Q5	4	left_boundary_vs_left_adapter_max_rc_tract	34	30	3.176470588235294	3.066666666666667	0.2629929939984798	post hoc exploratory selected-sequence feature stratification
same-source-publication altered-protocol Q5 codebook	GCfix_to_external_Q5	4	left_boundary_vs_left_adapter_complement_4mers	34	30	0.2647058823529412	0.13333333333333333	0.24324809909442047	post hoc exploratory selected-sequence feature stratification
same-source-publication altered-protocol Q5 codebook	GCfix_to_external_Q5	4	left_boundary_vs_right_adapter_max_rc_tract	34	30	3.911764705882353	3.8333333333333335	0.10166253585604992	post hoc exploratory selected-sequence feature stratification
same-source-publication altered-protocol Q5 codebook	GCfix_to_external_Q5	4	left_boundary_vs_right_adapter_complement_4mers	34	30	1.2647058823529411	1.1333333333333333	0.11417483313540477	post hoc exploratory selected-sequence feature stratification
same-source-publication altered-protocol Q5 codebook	GCfix_to_external_Q5	4	right_boundary_vs_left_adapter_max_rc_tract	34	30	3.764705882352941	4.0	-0.3082813057575724	post hoc exploratory selected-sequence feature stratification
same-source-publication altered-protocol Q5 codebook	GCfix_to_external_Q5	4	right_boundary_vs_left_adapter_complement_4mers	34	30	1.1470588235294117	1.5666666666666667	-0.3072568696449146	post hoc exploratory selected-sequence feature stratification
same-source-publication altered-protocol Q5 codebook	GCfix_to_external_Q5	4	right_boundary_vs_right_adapter_max_rc_tract	34	30	3.6470588235294117	3.433333333333333	0.36609037698663155	post hoc exploratory selected-sequence feature stratification
same-source-publication altered-protocol Q5 codebook	GCfix_to_external_Q5	4	right_boundary_vs_right_adapter_complement_4mers	34	30	0.8529411764705882	0.5333333333333333	0.3805543748145813	post hoc exploratory selected-sequence feature stratification
same-source-publication external-laboratory KAPA codebook	GCall_to_external_KAPA	2	gc_deviation_from_0p5	150	362	0.023518518518514265	0.021434417843252764	0.14520975279357276	post hoc exploratory selected-sequence feature stratification
same-source-publication external-laboratory KAPA codebook	GCall_to_external_KAPA	2	max_homopolymer	150	362	3.0	2.9889502762430937	0.1254640449733224	post hoc exploratory selected-sequence feature stratification
same-source-publication external-laboratory KAPA codebook	GCall_to_external_KAPA	2	base_freq_A	150	362	0.2497530864197467	0.2545017393083674	-0.14032388900773674	post hoc exploratory selected-sequence feature stratification
same-source-publication external-laboratory KAPA codebook	GCall_to_external_KAPA	2	base_freq_C	150	362	0.2599382716049866	0.2573920605688757	0.0733789952510733	post hoc exploratory selected-sequence feature stratification
same-source-publication external-laboratory KAPA codebook	GCall_to_external_KAPA	2	base_freq_G	150	362	0.24283950617283334	0.24838858195212432	-0.16041333333214847	post hoc exploratory selected-sequence feature stratification
same-source-publication external-laboratory KAPA codebook	GCall_to_external_KAPA	2	base_freq_T	150	362	0.24746913580244667	0.23971761817065196	0.22867277357666224	post hoc exploratory selected-sequence feature stratification
same-source-publication external-laboratory KAPA codebook	GCall_to_external_KAPA	2	variable_candidate_pairs	150	362	24.96	26.96132596685083	-0.2295346172405938	post hoc exploratory selected-sequence feature stratification
same-source-publication external-laboratory KAPA codebook	GCall_to_external_KAPA	2	variable_weighted_pairs	150	362	107.56666666666666	116.92541436464089	-0.2239103946778229	post hoc exploratory selected-sequence feature stratification
same-source-publication external-laboratory KAPA codebook	GCall_to_external_KAPA	2	variable_longest_stem	150	362	5.826666666666667	5.914364640883978	-0.09979654119852246	post hoc exploratory selected-sequence feature stratification
same-source-publication external-laboratory KAPA codebook	GCall_to_external_KAPA	2	full_amplicon_candidate_pairs	150	362	104.83333333333333	109.80662983425414	-0.3826471904972858	post hoc exploratory selected-sequence feature stratification
same-source-publication external-laboratory KAPA codebook	GCall_to_external_KAPA	2	full_amplicon_weighted_pairs	150	362	620.2	652.3618784530387	-0.38378584105819125	post hoc exploratory selected-sequence feature stratification
same-source-publication external-laboratory KAPA codebook	GCall_to_external_KAPA	2	full_amplicon_longest_stem	150	362	13.42	13.599447513812155	-0.26989068080681805	post hoc exploratory selected-sequence feature stratification
same-source-publication external-laboratory KAPA codebook	GCall_to_external_KAPA	2	left_boundary_vs_left_adapter_max_rc_tract	150	362	3.4266666666666667	3.4668508287292816	-0.06404171743579179	post hoc exploratory selected-sequence feature stratification
same-source-publication external-laboratory KAPA codebook	GCall_to_external_KAPA	2	left_boundary_vs_left_adapter_complement_4mers	150	362	0.6	0.6988950276243094	-0.10644974101326575	post hoc exploratory selected-sequence feature stratification
same-source-publication external-laboratory KAPA codebook	GCall_to_external_KAPA	2	left_boundary_vs_right_adapter_max_rc_tract	150	362	3.8933333333333335	3.9917127071823204	-0.1339093514012987	post hoc exploratory selected-sequence feature stratification
same-source-publication external-laboratory KAPA codebook	GCall_to_external_KAPA	2	left_boundary_vs_right_adapter_complement_4mers	150	362	1.34	1.441988950276243	-0.08028855786640196	post hoc exploratory selected-sequence feature stratification
same-source-publication external-laboratory KAPA codebook	GCall_to_external_KAPA	2	right_boundary_vs_left_adapter_max_rc_tract	150	362	3.973333333333333	3.9861878453038675	-0.01479821907991839	post hoc exploratory selected-sequence feature stratification
same-source-publication external-laboratory KAPA codebook	GCall_to_external_KAPA	2	right_boundary_vs_left_adapter_complement_4mers	150	362	1.4533333333333334	1.4226519337016574	0.022093849847719345	post hoc exploratory selected-sequence feature stratification
same-source-publication external-laboratory KAPA codebook	GCall_to_external_KAPA	2	right_boundary_vs_right_adapter_max_rc_tract	150	362	3.66	3.7403314917127073	-0.11878429197422956	post hoc exploratory selected-sequence feature stratification
same-source-publication external-laboratory KAPA codebook	GCall_to_external_KAPA	2	right_boundary_vs_right_adapter_complement_4mers	150	362	0.9666666666666667	1.0469613259668509	-0.07359780889440726	post hoc exploratory selected-sequence feature stratification
same-source-publication external-laboratory KAPA codebook	GCall_to_external_KAPA	4	gc_deviation_from_0p5	22	106	0.02020202020201818	0.02244933612857811	-0.15544777081780822	post hoc exploratory selected-sequence feature stratification
same-source-publication external-laboratory KAPA codebook	GCall_to_external_KAPA	4	max_homopolymer	22	106	3.0	2.990566037735849	0.10639903531978752	post hoc exploratory selected-sequence feature stratification
same-source-publication external-laboratory KAPA codebook	GCall_to_external_KAPA	4	base_freq_A	22	106	0.2558922558923182	0.24956324248776418	0.19377247550819654	post hoc exploratory selected-sequence feature stratification
same-source-publication external-laboratory KAPA codebook	GCall_to_external_KAPA	4	base_freq_C	22	106	0.25883838383849994	0.26126834381552827	-0.06865710753816663	post hoc exploratory selected-sequence feature stratification
same-source-publication external-laboratory KAPA codebook	GCall_to_external_KAPA	4	base_freq_G	22	106	0.2369528619529091	0.2508735150244528	-0.4022222291081392	post hoc exploratory selected-sequence feature stratification
same-source-publication external-laboratory KAPA codebook	GCall_to_external_KAPA	4	base_freq_T	22	106	0.24831649831650002	0.23829489867224526	0.31204280038243337	post hoc exploratory selected-sequence feature stratification
same-source-publication external-laboratory KAPA codebook	GCall_to_external_KAPA	4	variable_candidate_pairs	22	106	26.59090909090909	29.528301886792452	-0.325267660872753	post hoc exploratory selected-sequence feature stratification
same-source-publication external-laboratory KAPA codebook	GCall_to_external_KAPA	4	variable_weighted_pairs	22	106	115.9090909090909	129.27358490566039	-0.3092037964866112	post hoc exploratory selected-sequence feature stratification
same-source-publication external-laboratory KAPA codebook	GCall_to_external_KAPA	4	variable_longest_stem	22	106	6.0	6.169811320754717	-0.18262131153012398	post hoc exploratory selected-sequence feature stratification
same-source-publication external-laboratory KAPA codebook	GCall_to_external_KAPA	4	full_amplicon_candidate_pairs	22	106	108.27272727272727	112.35849056603773	-0.3530948602750626	post hoc exploratory selected-sequence feature stratification
same-source-publication external-laboratory KAPA codebook	GCall_to_external_KAPA	4	full_amplicon_weighted_pairs	22	106	649.4545454545455	675.5754716981132	-0.3522782106375239	post hoc exploratory selected-sequence feature stratification
same-source-publication external-laboratory KAPA codebook	GCall_to_external_KAPA	4	full_amplicon_longest_stem	22	106	13.681818181818182	13.820754716981131	-0.22903240034254613	post hoc exploratory selected-sequence feature stratification
same-source-publication external-laboratory KAPA codebook	GCall_to_external_KAPA	4	left_boundary_vs_left_adapter_max_rc_tract	22	106	3.272727272727273	3.1792452830188678	0.1749909549063193	post hoc exploratory selected-sequence feature stratification
same-source-publication external-laboratory KAPA codebook	GCall_to_external_KAPA	4	left_boundary_vs_left_adapter_complement_4mers	22	106	0.5	0.2641509433962264	0.37401084714626975	post hoc exploratory selected-sequence feature stratification
same-source-publication external-laboratory KAPA codebook	GCall_to_external_KAPA	4	left_boundary_vs_right_adapter_max_rc_tract	22	106	3.8181818181818183	3.9056603773584904	-0.12242845707986685	post hoc exploratory selected-sequence feature stratification
same-source-publication external-laboratory KAPA codebook	GCall_to_external_KAPA	4	left_boundary_vs_right_adapter_complement_4mers	22	106	1.0909090909090908	1.320754716981132	-0.1939734231159476	post hoc exploratory selected-sequence feature stratification
same-source-publication external-laboratory KAPA codebook	GCall_to_external_KAPA	4	right_boundary_vs_left_adapter_max_rc_tract	22	106	3.772727272727273	3.858490566037736	-0.1098937540966196	post hoc exploratory selected-sequence feature stratification
same-source-publication external-laboratory KAPA codebook	GCall_to_external_KAPA	4	right_boundary_vs_left_adapter_complement_4mers	22	106	1.0454545454545454	1.2830188679245282	-0.18124818743903448	post hoc exploratory selected-sequence feature stratification
same-source-publication external-laboratory KAPA codebook	GCall_to_external_KAPA	4	right_boundary_vs_right_adapter_max_rc_tract	22	106	3.5	3.556603773584906	-0.09203476746558541	post hoc exploratory selected-sequence feature stratification
same-source-publication external-laboratory KAPA codebook	GCall_to_external_KAPA	4	right_boundary_vs_right_adapter_complement_4mers	22	106	0.6818181818181818	0.7830188679245284	-0.11547050665813494	post hoc exploratory selected-sequence feature stratification
same-source-publication external-laboratory KAPA codebook	GCfix_to_external_KAPA	2	gc_deviation_from_0p5	158	354	0.02402719174870658	0.02194496756643254	0.14476985194742206	post hoc exploratory selected-sequence feature stratification
same-source-publication external-laboratory KAPA codebook	GCfix_to_external_KAPA	2	max_homopolymer	158	354	3.0	2.9858757062146895	0.14366657744317493	post hoc exploratory selected-sequence feature stratification
same-source-publication external-laboratory KAPA codebook	GCfix_to_external_KAPA	2	base_freq_A	158	354	0.2566221284576266	0.2560943712073729	0.016100175906068086	post hoc exploratory selected-sequence feature stratification
same-source-publication external-laboratory KAPA codebook	GCfix_to_external_KAPA	2	base_freq_C	158	354	0.25550867323022786	0.25693136639464975	-0.041430056904659715	post hoc exploratory selected-sequence feature stratification
same-source-publication external-laboratory KAPA codebook	GCfix_to_external_KAPA	2	base_freq_G	158	354	0.2378105954055127	0.2446118434818983	-0.19943331904137435	post hoc exploratory selected-sequence feature stratification
same-source-publication external-laboratory KAPA codebook	GCfix_to_external_KAPA	2	base_freq_T	158	354	0.25005860290670884	0.24236241891608196	0.2293545392355129	post hoc exploratory selected-sequence feature stratification
same-source-publication external-laboratory KAPA codebook	GCfix_to_external_KAPA	2	variable_candidate_pairs	158	354	26.873417721518987	28.016949152542374	-0.12276089219290948	post hoc exploratory selected-sequence feature stratification
same-source-publication external-laboratory KAPA codebook	GCfix_to_external_KAPA	2	variable_weighted_pairs	158	354	116.85443037974683	122.07909604519774	-0.11599526561237505	post hoc exploratory selected-sequence feature stratification
same-source-publication external-laboratory KAPA codebook	GCfix_to_external_KAPA	2	variable_longest_stem	158	354	5.962025316455696	6.022598870056497	-0.06494961797420074	post hoc exploratory selected-sequence feature stratification
same-source-publication external-laboratory KAPA codebook	GCfix_to_external_KAPA	2	full_amplicon_candidate_pairs	158	354	106.25949367088607	110.74293785310735	-0.3285067281803358	post hoc exploratory selected-sequence feature stratification
same-source-publication external-laboratory KAPA codebook	GCfix_to_external_KAPA	2	full_amplicon_weighted_pairs	158	354	625.1835443037975	656.7796610169491	-0.3669383877546316	post hoc exploratory selected-sequence feature stratification
same-source-publication external-laboratory KAPA codebook	GCfix_to_external_KAPA	2	full_amplicon_longest_stem	158	354	13.373417721518987	13.590395480225988	-0.32410466232929314	post hoc exploratory selected-sequence feature stratification
same-source-publication external-laboratory KAPA codebook	GCfix_to_external_KAPA	2	left_boundary_vs_left_adapter_max_rc_tract	158	354	3.329113924050633	3.4322033898305087	-0.16471996673464182	post hoc exploratory selected-sequence feature stratification
same-source-publication external-laboratory KAPA codebook	GCfix_to_external_KAPA	2	left_boundary_vs_left_adapter_complement_4mers	158	354	0.44936708860759494	0.6073446327683616	-0.1924895077767308	post hoc exploratory selected-sequence feature stratification
same-source-publication external-laboratory KAPA codebook	GCfix_to_external_KAPA	2	left_boundary_vs_right_adapter_max_rc_tract	158	354	3.759493670886076	3.9350282485875705	-0.2384542893042638	post hoc exploratory selected-sequence feature stratification
same-source-publication external-laboratory KAPA codebook	GCfix_to_external_KAPA	2	left_boundary_vs_right_adapter_complement_4mers	158	354	1.1518987341772151	1.3898305084745763	-0.1899070900539919	post hoc exploratory selected-sequence feature stratification
same-source-publication external-laboratory KAPA codebook	GCfix_to_external_KAPA	2	right_boundary_vs_left_adapter_max_rc_tract	158	354	3.9683544303797467	3.9519774011299433	0.01889759042689355	post hoc exploratory selected-sequence feature stratification
same-source-publication external-laboratory KAPA codebook	GCfix_to_external_KAPA	2	right_boundary_vs_left_adapter_complement_4mers	158	354	1.3734177215189873	1.3898305084745763	-0.011992968331737254	post hoc exploratory selected-sequence feature stratification
same-source-publication external-laboratory KAPA codebook	GCfix_to_external_KAPA	2	right_boundary_vs_right_adapter_max_rc_tract	158	354	3.7848101265822787	3.788135593220339	-0.004606439065125399	post hoc exploratory selected-sequence feature stratification
same-source-publication external-laboratory KAPA codebook	GCfix_to_external_KAPA	2	right_boundary_vs_right_adapter_complement_4mers	158	354	1.120253164556962	1.11864406779661	0.0013917472256823606	post hoc exploratory selected-sequence feature stratification
same-source-publication external-laboratory KAPA codebook	GCfix_to_external_KAPA	4	gc_deviation_from_0p5	26	102	0.020655270655266157	0.021968046477847444	-0.09571601452308455	post hoc exploratory selected-sequence feature stratification
same-source-publication external-laboratory KAPA codebook	GCfix_to_external_KAPA	4	max_homopolymer	26	102	3.0	3.0	0.0	post hoc exploratory selected-sequence feature stratification
same-source-publication external-laboratory KAPA codebook	GCfix_to_external_KAPA	4	base_freq_A	26	102	0.26958689458703844	0.26080246913580396	0.2788184181271621	post hoc exploratory selected-sequence feature stratification
same-source-publication external-laboratory KAPA codebook	GCfix_to_external_KAPA	4	base_freq_C	26	102	0.26495726495738464	0.25608206245458826	0.26319664959510586	post hoc exploratory selected-sequence feature stratification
same-source-publication external-laboratory KAPA codebook	GCfix_to_external_KAPA	4	base_freq_G	26	102	0.21794871794865386	0.2462781408859412	-0.8817727320765233	post hoc exploratory selected-sequence feature stratification
same-source-publication external-laboratory KAPA codebook	GCfix_to_external_KAPA	4	base_freq_T	26	102	0.24750712250715387	0.23683732752360778	0.33243282160102855	post hoc exploratory selected-sequence feature stratification
same-source-publication external-laboratory KAPA codebook	GCfix_to_external_KAPA	4	variable_candidate_pairs	26	102	30.76923076923077	31.65686274509804	-0.08873642019820048	post hoc exploratory selected-sequence feature stratification
same-source-publication external-laboratory KAPA codebook	GCfix_to_external_KAPA	4	variable_weighted_pairs	26	102	136.03846153846155	139.69607843137254	-0.07467282624989208	post hoc exploratory selected-sequence feature stratification
same-source-publication external-laboratory KAPA codebook	GCfix_to_external_KAPA	4	variable_longest_stem	26	102	6.269230769230769	6.303921568627451	-0.0345956800175657	post hoc exploratory selected-sequence feature stratification
same-source-publication external-laboratory KAPA codebook	GCfix_to_external_KAPA	4	full_amplicon_candidate_pairs	26	102	108.88461538461539	114.91176470588235	-0.4669626129653404	post hoc exploratory selected-sequence feature stratification
same-source-publication external-laboratory KAPA codebook	GCfix_to_external_KAPA	4	full_amplicon_weighted_pairs	26	102	644.8461538461538	690.9607843137255	-0.5509974829280283	post hoc exploratory selected-sequence feature stratification
same-source-publication external-laboratory KAPA codebook	GCfix_to_external_KAPA	4	full_amplicon_longest_stem	26	102	13.5	13.862745098039216	-0.5413290996094806	post hoc exploratory selected-sequence feature stratification
same-source-publication external-laboratory KAPA codebook	GCfix_to_external_KAPA	4	left_boundary_vs_left_adapter_max_rc_tract	26	102	3.1538461538461537	3.1470588235294117	0.013430735228913521	post hoc exploratory selected-sequence feature stratification
same-source-publication external-laboratory KAPA codebook	GCfix_to_external_KAPA	4	left_boundary_vs_left_adapter_complement_4mers	26	102	0.23076923076923078	0.21568627450980393	0.032070152638765566	post hoc exploratory selected-sequence feature stratification
same-source-publication external-laboratory KAPA codebook	GCfix_to_external_KAPA	4	left_boundary_vs_right_adapter_max_rc_tract	26	102	3.6538461538461537	3.8627450980392157	-0.29319526098656457	post hoc exploratory selected-sequence feature stratification
same-source-publication external-laboratory KAPA codebook	GCfix_to_external_KAPA	4	left_boundary_vs_right_adapter_complement_4mers	26	102	0.8846153846153846	1.2549019607843137	-0.3080747157051389	post hoc exploratory selected-sequence feature stratification
same-source-publication external-laboratory KAPA codebook	GCfix_to_external_KAPA	4	right_boundary_vs_left_adapter_max_rc_tract	26	102	3.8076923076923075	3.980392156862745	-0.21151420404571608	post hoc exploratory selected-sequence feature stratification
same-source-publication external-laboratory KAPA codebook	GCfix_to_external_KAPA	4	right_boundary_vs_left_adapter_complement_4mers	26	102	1.0769230769230769	1.4215686274509804	-0.2603984417038025	post hoc exploratory selected-sequence feature stratification
same-source-publication external-laboratory KAPA codebook	GCfix_to_external_KAPA	4	right_boundary_vs_right_adapter_max_rc_tract	26	102	3.576923076923077	3.656862745098039	-0.12062639789613148	post hoc exploratory selected-sequence feature stratification
same-source-publication external-laboratory KAPA codebook	GCfix_to_external_KAPA	4	right_boundary_vs_right_adapter_complement_4mers	26	102	0.7307692307692307	0.8823529411764706	-0.16395424130354946	post hoc exploratory selected-sequence feature stratification
